student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
2866,17,male,public,post graduate,3.7,71.1,yes,<15 min,no,coaching,54.0,64.8,68.2,62.3,d
2867,16,male,public,diploma,6.1,83.8,yes,>60 min,no,mixed,88.9,76.4,80.9,82.1,b
2868,18,male,private,graduate,1.6,56.1,yes,<15 min,no,textbook,32.7,30.1,32.7,31.8,f
2869,15,female,public,post graduate,1.6,89.4,yes,30-60 min,yes,online videos,40.2,49.8,41.4,43.8,f
2870,16,female,private,graduate,0.8,67.7,yes,15-30 min,no,group study,33.6,33.6,25.2,30.8,f
2871,18,male,public,no formal,5.0,90.9,yes,<15 min,no,online videos,70.9,77.2,79.2,75.8,b
2872,19,other,private,no formal,4.7,80.8,yes,15-30 min,no,notes,71.5,65.6,69.2,68.8,c
2873,18,other,private,post graduate,3.1,84.0,yes,>60 min,no,group study,50.5,52.8,58.9,54.1,e
2874,16,male,private,high school,2.6,67.0,no,30-60 min,no,coaching,46.3,38.8,48.0,44.4,f
2875,18,other,public,diploma,8.0,58.5,yes,<15 min,yes,online videos,86.7,89.9,95.0,90.5,a
2876,16,female,private,diploma,3.7,58.3,yes,15-30 min,yes,notes,52.1,49.7,60.5,54.1,e
2877,16,male,private,high school,7.3,50.3,yes,15-30 min,yes,online videos,84.8,77.9,77.5,80.1,b
2878,15,male,public,post graduate,3.9,69.5,yes,15-30 min,yes,coaching,67.7,62.3,55.9,62.0,d
2879,17,female,public,graduate,3.2,66.5,yes,>60 min,no,online videos,40.7,47.1,49.5,45.8,e
2880,15,female,public,graduate,7.3,89.6,no,15-30 min,no,coaching,96.6,97.7,96.4,96.9,a
2881,16,male,public,diploma,6.0,60.1,yes,30-60 min,yes,group study,77.4,68.6,75.3,73.8,c
2882,18,other,public,high school,4.2,100.0,yes,<15 min,no,coaching,69.1,73.7,76.0,72.9,c
2883,15,female,private,diploma,6.7,60.6,no,30-60 min,no,online videos,75.6,76.5,77.7,76.6,b
2884,14,female,public,post graduate,8.0,61.9,no,15-30 min,no,coaching,82.9,94.3,95.7,91.0,a
2885,14,male,private,graduate,2.7,53.7,yes,<15 min,yes,group study,45.2,45.2,43.9,44.8,f
2886,19,female,private,phd,5.3,75.1,yes,15-30 min,yes,textbook,74.0,76.9,71.3,74.1,c
2887,16,male,private,no formal,3.4,70.4,yes,15-30 min,yes,mixed,50.1,51.0,54.2,51.8,e
2888,16,female,public,phd,2.2,73.4,yes,15-30 min,yes,coaching,47.3,48.7,52.0,49.3,e
2889,18,other,private,graduate,2.2,80.9,yes,15-30 min,no,coaching,45.3,52.8,49.2,49.1,e
2890,18,other,public,post graduate,7.7,89.2,yes,15-30 min,yes,mixed,100.0,100.0,100.0,100.0,a
2891,16,female,public,high school,0.5,58.2,yes,<15 min,yes,mixed,24.8,19.0,22.5,22.1,f
2892,17,other,public,diploma,5.4,75.3,yes,<15 min,yes,group study,76.7,76.0,71.5,74.7,c
2893,18,other,private,post graduate,2.5,87.3,yes,15-30 min,yes,notes,54.7,53.3,57.1,55.0,d
2894,17,female,private,graduate,8.0,59.2,yes,15-30 min,no,coaching,95.6,90.7,89.2,91.8,a
2895,15,male,public,high school,3.7,100.0,yes,<15 min,no,mixed,71.5,67.9,62.2,67.2,c
2896,18,other,public,high school,3.5,100.0,yes,<15 min,no,coaching,61.3,67.2,66.0,64.8,d
2897,17,male,public,graduate,7.7,73.9,yes,30-60 min,yes,online videos,91.0,99.7,91.1,93.9,a
2898,15,other,private,phd,6.2,59.1,yes,15-30 min,no,online videos,76.3,81.1,77.6,78.3,b
2899,16,female,private,diploma,5.5,60.9,yes,15-30 min,no,notes,65.8,71.8,74.4,70.7,c
2900,14,female,public,diploma,6.0,78.4,yes,<15 min,yes,textbook,85.9,79.2,80.7,81.9,b
2901,15,male,public,post graduate,1.9,84.2,no,15-30 min,yes,notes,46.6,41.9,40.4,43.0,f
2902,18,female,private,graduate,5.9,50.0,yes,<15 min,no,group study,66.9,67.6,69.9,68.1,c
2903,14,other,public,diploma,3.8,61.4,yes,<15 min,no,online videos,56.3,50.4,49.3,52.0,e
2904,16,male,public,no formal,5.0,77.0,yes,<15 min,no,online videos,68.5,68.8,58.9,65.4,c
2905,17,female,private,graduate,5.3,54.8,yes,30-60 min,no,textbook,64.9,56.7,59.2,60.3,d
2906,14,other,public,diploma,1.9,70.7,yes,<15 min,no,textbook,40.2,45.5,46.3,44.0,f
2907,19,female,private,no formal,5.5,81.2,yes,<15 min,yes,online videos,76.3,78.0,73.2,75.8,b
2908,15,female,public,graduate,3.9,72.7,yes,30-60 min,yes,textbook,62.8,60.9,66.1,63.3,d
2909,16,female,private,high school,1.6,64.4,yes,15-30 min,no,notes,30.3,42.3,37.3,36.6,f
2910,16,female,private,high school,3.9,76.3,yes,>60 min,yes,online videos,57.1,56.8,65.1,59.7,d
2911,15,male,private,diploma,4.3,82.3,yes,15-30 min,yes,coaching,71.9,63.5,59.6,65.0,c
2912,14,male,private,graduate,5.5,61.7,yes,30-60 min,yes,notes,71.9,73.0,73.2,72.7,c
2913,17,female,public,high school,0.5,80.0,yes,15-30 min,yes,textbook,25.5,29.2,29.1,27.9,f
2914,19,other,public,no formal,5.1,79.7,yes,30-60 min,no,textbook,63.5,62.1,70.7,65.4,c
2915,15,male,public,diploma,3.1,82.5,yes,15-30 min,no,coaching,51.8,63.2,56.0,57.0,d
2916,17,male,public,no formal,6.0,78.8,yes,<15 min,no,mixed,76.6,82.1,78.0,78.9,b
2917,18,female,public,graduate,4.3,76.9,yes,<15 min,no,textbook,67.7,69.8,63.7,67.1,c
2918,18,other,private,phd,3.5,72.8,no,15-30 min,yes,mixed,59.8,55.6,58.1,57.8,d
2919,16,male,public,graduate,3.9,70.7,yes,<15 min,no,textbook,58.0,56.7,63.9,59.5,d
2920,16,other,public,high school,5.0,85.4,yes,15-30 min,yes,textbook,65.0,76.0,73.3,71.4,c
2921,16,male,private,high school,6.2,73.6,yes,<15 min,no,mixed,83.2,76.6,78.2,79.3,b
2922,17,other,private,high school,2.3,82.7,yes,15-30 min,no,coaching,46.4,47.0,44.0,45.8,e
2923,18,female,public,high school,3.5,82.5,no,30-60 min,yes,group study,54.1,57.6,53.5,55.1,d
2924,15,female,public,high school,7.4,61.5,no,30-60 min,no,online videos,80.6,88.8,77.9,82.4,b
2925,16,female,public,no formal,3.5,70.4,no,15-30 min,no,online videos,45.0,41.4,47.8,44.7,f
2926,19,other,public,post graduate,5.1,74.2,yes,15-30 min,no,notes,77.4,69.9,75.0,74.1,c
2927,18,male,private,post graduate,1.6,76.3,yes,15-30 min,no,mixed,49.1,38.4,44.0,43.8,f
2928,19,male,public,graduate,0.5,81.2,yes,30-60 min,no,online videos,32.1,36.6,40.0,36.2,f
2929,18,female,private,no formal,2.0,77.6,yes,<15 min,no,coaching,37.0,38.1,41.9,39.0,f
2930,16,other,private,post graduate,2.8,75.6,yes,15-30 min,yes,coaching,59.1,56.8,55.1,57.0,d
2931,17,other,private,no formal,6.5,68.7,yes,30-60 min,yes,online videos,81.5,70.8,79.4,77.2,b
2932,17,female,public,no formal,6.8,90.2,yes,30-60 min,yes,textbook,86.5,90.4,87.0,88.0,a
2933,14,female,private,high school,0.5,80.0,yes,>60 min,no,online videos,38.8,32.0,23.0,31.3,f
2934,17,male,private,diploma,3.1,73.4,yes,15-30 min,yes,mixed,58.0,54.6,52.6,55.1,d
2935,17,other,private,diploma,5.8,69.4,yes,30-60 min,no,coaching,71.6,68.4,78.7,72.9,c
2936,15,other,private,high school,4.0,79.0,yes,30-60 min,yes,mixed,54.4,61.8,62.8,59.7,d
2937,18,female,private,no formal,7.5,75.4,yes,<15 min,yes,notes,88.5,90.9,91.3,90.2,a
2938,17,female,private,post graduate,5.7,53.1,no,30-60 min,yes,notes,75.8,67.9,73.4,72.4,c
2939,19,other,private,diploma,3.7,60.7,yes,30-60 min,yes,coaching,53.6,57.6,61.4,57.5,d
2940,14,other,private,high school,3.9,93.8,yes,<15 min,yes,online videos,67.1,60.9,70.8,66.3,c
2941,15,female,private,diploma,4.1,80.3,no,15-30 min,no,textbook,56.0,64.5,69.8,63.4,d
2942,17,female,private,no formal,2.4,65.8,no,>60 min,no,group study,34.2,40.7,39.3,38.1,f
2943,15,female,private,graduate,6.3,69.6,yes,>60 min,yes,textbook,77.2,68.8,75.5,73.8,c
2944,17,female,private,high school,5.9,62.6,yes,30-60 min,no,group study,71.0,63.6,68.4,67.7,c
2945,18,female,public,graduate,5.2,67.4,yes,30-60 min,no,mixed,68.2,68.8,70.8,69.3,c
2946,14,male,private,graduate,4.8,89.8,yes,15-30 min,no,group study,72.9,68.3,71.4,70.9,c
2947,16,female,private,post graduate,2.1,72.4,yes,15-30 min,no,textbook,40.8,45.8,47.8,44.8,f
2948,16,female,private,high school,5.4,87.0,yes,>60 min,yes,textbook,76.1,75.6,63.7,71.8,c
2949,16,female,private,diploma,4.5,98.4,yes,30-60 min,yes,online videos,79.3,77.5,72.4,76.4,b
2950,19,male,public,phd,8.0,69.3,yes,<15 min,yes,group study,100.0,90.5,100.0,96.8,a
2951,18,other,public,graduate,1.5,56.4,yes,<15 min,yes,notes,29.8,31.7,34.1,31.9,f
2952,17,female,private,phd,2.7,81.2,yes,15-30 min,no,notes,47.3,52.9,47.5,49.2,e
2953,17,male,private,phd,0.8,63.2,yes,15-30 min,yes,textbook,30.8,25.6,31.8,29.4,f
2954,16,female,public,graduate,3.8,75.0,yes,<15 min,yes,coaching,66.7,60.1,66.6,64.5,d
2955,19,other,private,high school,0.5,77.4,yes,15-30 min,no,group study,29.0,29.8,22.3,27.0,f
2956,17,other,private,graduate,6.8,100.0,no,>60 min,yes,notes,88.9,90.5,96.4,91.9,a
2957,17,male,private,graduate,6.6,79.6,yes,15-30 min,yes,coaching,91.0,91.3,85.8,89.4,a
2958,18,other,private,graduate,3.9,68.4,no,15-30 min,yes,notes,67.2,49.6,56.1,57.6,d
2959,15,male,public,graduate,2.1,84.0,yes,15-30 min,no,online videos,43.7,49.5,43.8,45.7,e
2960,18,other,private,graduate,1.0,86.7,yes,<15 min,no,group study,45.0,38.8,39.9,41.2,f
2961,15,male,private,diploma,2.7,92.3,yes,15-30 min,no,notes,53.4,54.6,70.0,59.3,d
2962,16,male,private,diploma,5.6,61.7,no,15-30 min,no,notes,65.1,66.7,66.6,66.1,c
2963,16,female,private,no formal,2.6,93.6,no,<15 min,yes,coaching,56.7,50.8,53.7,53.7,e
2964,19,female,public,post graduate,8.0,100.0,yes,15-30 min,yes,textbook,100.0,100.0,100.0,100.0,a
2965,18,female,private,post graduate,7.5,93.3,yes,<15 min,yes,textbook,95.3,98.9,95.8,96.7,a
2966,17,other,private,graduate,4.3,95.9,yes,30-60 min,no,group study,70.3,66.6,71.0,69.3,c
2967,17,other,private,high school,3.3,68.7,yes,>60 min,no,notes,48.1,47.9,45.4,47.1,e
2968,17,female,private,no formal,3.0,99.3,yes,15-30 min,yes,mixed,59.3,60.8,60.5,60.2,d
2969,19,female,private,no formal,7.7,68.1,yes,>60 min,no,group study,85.9,78.8,82.5,82.4,b
2970,16,male,private,no formal,2.8,74.4,yes,30-60 min,yes,group study,45.9,48.0,47.9,47.3,e
2971,16,male,private,diploma,6.3,68.3,no,30-60 min,yes,notes,80.3,73.2,67.4,73.6,c
2972,15,female,private,high school,4.3,66.6,no,15-30 min,yes,online videos,60.0,56.1,50.6,55.6,d
2973,18,male,public,high school,5.8,74.9,yes,<15 min,yes,coaching,71.4,82.4,82.3,78.7,b
2974,17,other,public,graduate,2.5,58.4,yes,>60 min,yes,group study,34.2,31.7,39.8,35.2,f
2975,16,female,private,phd,3.5,65.1,yes,>60 min,yes,notes,59.6,52.4,50.3,54.1,e
2976,14,male,private,high school,4.2,61.0,yes,30-60 min,yes,notes,58.9,60.4,53.1,57.5,d
2977,18,female,public,diploma,2.9,97.1,yes,15-30 min,no,group study,60.1,56.3,59.5,58.6,d
2978,14,male,private,phd,7.0,98.3,yes,<15 min,no,mixed,96.5,100.0,96.6,97.7,a
2979,17,female,private,phd,2.6,100.0,yes,<15 min,no,notes,60.9,60.2,54.7,58.6,d
2980,19,other,private,diploma,3.0,74.0,yes,15-30 min,no,mixed,56.3,44.7,54.3,51.8,e
2981,16,female,public,high school,7.2,75.4,yes,15-30 min,no,mixed,88.5,89.9,86.4,88.3,a
2982,15,male,public,high school,6.8,86.1,yes,30-60 min,yes,notes,89.9,85.4,80.2,85.2,a
2983,17,other,private,high school,7.7,56.6,yes,15-30 min,yes,notes,93.5,85.3,85.4,88.1,a
2984,18,male,public,diploma,0.5,60.9,yes,>60 min,yes,group study,19.1,23.1,20.4,20.9,f
2985,17,other,private,high school,4.7,52.0,yes,30-60 min,yes,notes,55.9,57.5,54.2,55.9,d
2986,19,female,private,graduate,4.5,87.0,yes,15-30 min,no,mixed,74.8,77.7,67.1,73.2,c
2987,14,female,private,high school,3.0,62.6,yes,30-60 min,yes,notes,42.0,45.4,49.7,45.7,e
2988,16,other,private,graduate,5.0,89.4,yes,>60 min,yes,mixed,73.9,72.8,74.4,73.7,c
2989,17,other,public,high school,3.6,68.4,no,15-30 min,no,online videos,45.1,51.2,50.9,49.1,e
2990,18,male,public,graduate,4.6,75.1,yes,15-30 min,yes,online videos,77.1,64.3,69.3,70.2,c
2991,15,male,private,graduate,8.0,72.5,yes,15-30 min,no,online videos,95.1,91.9,94.6,93.9,a
2992,18,other,private,graduate,4.9,77.7,yes,15-30 min,yes,notes,70.7,73.2,66.8,70.2,c
2993,17,male,public,high school,5.0,68.0,yes,>60 min,no,coaching,62.0,58.7,63.7,61.5,d
2994,16,female,public,high school,6.0,90.0,yes,15-30 min,no,textbook,81.3,78.8,75.6,78.6,b
2995,15,other,public,high school,4.7,72.6,yes,30-60 min,yes,coaching,66.6,62.0,67.7,65.4,c
2996,18,female,private,graduate,1.9,80.2,no,<15 min,yes,coaching,38.8,44.8,47.7,43.8,f
2997,15,other,public,no formal,0.7,76.6,yes,15-30 min,yes,group study,23.9,24.9,25.7,24.8,f
2998,16,other,public,diploma,4.2,60.4,no,30-60 min,no,group study,58.8,55.4,49.9,54.7,e
2999,15,other,private,no formal,3.7,94.4,yes,15-30 min,no,textbook,65.1,63.2,59.0,62.4,d
3000,18,other,public,high school,0.5,65.6,yes,15-30 min,yes,online videos,30.0,30.4,33.3,31.2,f
3001,17,female,private,graduate,7.8,86.6,yes,<15 min,no,notes,92.3,99.2,98.7,96.7,a
3002,18,female,public,diploma,4.5,85.5,yes,15-30 min,yes,textbook,73.6,69.8,71.2,71.5,c
3003,15,female,private,high school,7.4,53.4,yes,30-60 min,no,notes,74.2,77.8,70.3,74.1,c
3004,17,other,public,graduate,0.5,72.4,yes,<15 min,yes,mixed,30.4,31.8,28.4,30.2,f
3005,17,other,public,graduate,7.4,83.3,yes,<15 min,yes,coaching,94.2,98.0,98.5,96.9,a
3006,18,male,private,high school,3.2,70.8,yes,30-60 min,yes,coaching,64.0,56.6,57.5,59.4,d
3007,19,female,public,high school,7.0,73.2,yes,15-30 min,no,coaching,86.5,86.3,91.7,88.2,a
3008,14,other,private,graduate,4.7,78.1,yes,15-30 min,no,notes,68.0,58.2,69.7,65.3,c
3009,17,female,public,phd,5.2,69.6,yes,>60 min,yes,mixed,72.2,69.7,77.1,73.0,c
3010,14,male,public,high school,5.2,80.1,yes,<15 min,yes,online videos,76.7,76.7,81.9,78.4,b
3011,17,other,private,graduate,3.3,75.6,yes,30-60 min,no,textbook,49.9,49.3,53.1,50.8,e
3012,15,other,private,post graduate,2.9,72.2,yes,15-30 min,no,mixed,57.5,50.2,55.3,54.3,e
3013,16,other,public,diploma,3.5,61.0,yes,<15 min,yes,group study,52.4,49.8,48.1,50.1,e
3014,16,other,private,high school,1.1,80.8,yes,<15 min,no,group study,26.3,34.1,42.1,34.2,f
3015,17,male,private,graduate,3.2,50.0,yes,15-30 min,yes,textbook,42.3,47.5,49.5,46.4,e
3016,16,other,public,no formal,2.7,78.8,yes,<15 min,no,online videos,57.2,49.1,52.2,52.8,e
3017,17,female,private,diploma,1.0,75.2,yes,15-30 min,yes,group study,38.5,37.8,35.9,37.4,f
3018,16,other,public,high school,5.3,63.3,yes,30-60 min,no,textbook,62.7,66.9,68.5,66.0,c
3019,14,male,public,high school,4.3,55.0,yes,30-60 min,no,coaching,58.3,61.5,59.1,59.6,d
3020,18,male,public,high school,4.8,81.0,yes,15-30 min,yes,notes,63.1,71.7,65.2,66.7,c
3021,15,female,private,graduate,5.8,71.4,yes,15-30 min,no,group study,79.4,79.3,76.9,78.5,b
3022,16,male,public,phd,3.7,77.0,yes,15-30 min,no,online videos,67.9,57.7,63.7,63.1,d
3023,17,other,private,diploma,2.2,50.0,yes,<15 min,yes,notes,34.6,36.0,36.4,35.7,f
3024,16,other,public,no formal,4.9,81.9,yes,15-30 min,yes,coaching,73.6,70.6,76.1,73.4,c
3025,14,other,public,graduate,0.5,88.5,yes,30-60 min,yes,notes,39.7,36.7,43.0,39.8,f
3026,16,other,private,diploma,4.0,72.8,no,>60 min,yes,notes,48.1,62.2,61.3,57.2,d
3027,19,female,private,graduate,5.9,62.1,yes,<15 min,no,group study,70.2,77.2,70.5,72.6,c
3028,17,other,public,graduate,6.5,81.3,yes,30-60 min,no,group study,83.7,82.4,84.8,83.6,b
3029,17,other,public,post graduate,3.1,70.9,no,>60 min,yes,textbook,51.5,51.2,46.8,49.8,e
3030,17,other,private,no formal,0.5,87.4,yes,30-60 min,yes,group study,33.0,34.1,30.2,32.4,f
3031,15,female,public,high school,0.5,75.3,yes,30-60 min,yes,notes,28.3,29.3,26.3,28.0,f
3032,16,female,private,high school,5.6,50.0,yes,15-30 min,no,online videos,65.2,62.3,69.7,65.7,c
3033,18,other,private,diploma,3.5,50.0,yes,>60 min,no,coaching,43.8,42.2,43.0,43.0,f
3034,14,male,private,phd,8.0,64.8,yes,30-60 min,yes,textbook,87.5,93.6,91.0,90.7,a
3035,15,other,private,post graduate,1.2,81.5,yes,<15 min,yes,textbook,41.3,41.2,41.6,41.4,f
3036,15,other,private,post graduate,5.0,67.9,no,<15 min,no,notes,65.9,67.2,74.3,69.1,c
3037,16,female,public,high school,7.9,82.1,yes,<15 min,no,group study,96.1,100.0,100.0,98.7,a
3038,19,other,public,graduate,4.7,65.5,no,30-60 min,yes,coaching,63.1,62.2,66.2,63.8,d
3039,14,other,public,diploma,0.8,100.0,yes,30-60 min,yes,coaching,45.8,47.7,39.9,44.5,f
3040,16,other,public,phd,8.0,72.3,yes,<15 min,yes,notes,93.4,99.3,100.0,97.6,a
3041,15,female,private,high school,7.7,78.9,yes,30-60 min,yes,mixed,94.9,90.1,97.8,94.3,a
3042,19,other,public,no formal,3.8,61.2,yes,15-30 min,no,mixed,46.1,48.1,57.2,50.5,e
3043,14,female,private,post graduate,6.0,69.0,yes,15-30 min,no,coaching,80.4,74.1,85.0,79.8,b
3044,16,male,private,graduate,6.1,82.1,yes,30-60 min,no,coaching,84.2,81.4,88.7,84.8,b
3045,17,other,private,post graduate,5.7,74.3,yes,15-30 min,yes,group study,73.8,73.5,82.0,76.4,b
3046,17,other,private,high school,1.3,50.0,yes,<15 min,yes,group study,32.5,30.6,30.2,31.1,f
3047,16,other,private,post graduate,5.0,82.2,yes,<15 min,no,mixed,77.5,71.8,77.5,75.6,b
3048,16,male,public,graduate,7.4,83.8,yes,>60 min,no,textbook,89.0,89.3,97.1,91.8,a
3049,16,male,private,graduate,5.4,85.5,yes,30-60 min,yes,mixed,76.3,77.2,81.0,78.2,b
3050,15,other,public,graduate,5.1,90.8,yes,<15 min,no,notes,76.2,78.7,73.7,76.2,b
3051,15,male,private,graduate,3.1,77.6,yes,<15 min,no,textbook,49.6,53.0,57.2,53.3,e
3052,16,other,public,diploma,2.3,100.0,yes,30-60 min,yes,group study,53.2,49.7,50.5,51.1,e
3053,15,other,public,no formal,0.8,78.4,yes,15-30 min,yes,online videos,37.6,32.0,33.4,34.3,f
3054,15,other,private,diploma,5.9,50.0,yes,15-30 min,yes,coaching,76.6,70.3,67.2,71.4,c
3055,17,male,private,graduate,3.8,78.2,yes,15-30 min,no,notes,66.5,53.6,64.9,61.7,d
3056,19,other,private,high school,1.3,91.1,yes,<15 min,yes,group study,45.5,44.4,44.5,44.8,f
3057,17,other,public,high school,6.4,55.2,yes,15-30 min,no,group study,73.4,72.3,76.8,74.2,c
3058,14,female,public,graduate,3.0,71.1,yes,15-30 min,yes,textbook,49.6,57.8,54.0,53.8,e
3059,14,female,public,high school,2.4,92.5,yes,15-30 min,no,group study,47.9,48.0,49.6,48.5,e
3060,19,female,public,high school,3.2,66.9,yes,15-30 min,no,coaching,49.9,40.6,52.8,47.8,e
3061,15,male,private,post graduate,3.8,71.6,yes,>60 min,no,online videos,60.4,57.9,58.7,59.0,d
3062,14,other,public,high school,5.3,86.2,yes,>60 min,no,online videos,72.7,69.4,73.7,71.9,c
3063,17,other,private,high school,2.4,56.5,yes,15-30 min,no,online videos,38.0,36.7,41.1,38.6,f
3064,17,other,public,diploma,6.5,74.8,yes,30-60 min,yes,coaching,92.9,85.2,84.3,87.5,a
3065,17,female,private,diploma,5.3,61.0,yes,<15 min,yes,online videos,64.5,61.6,69.2,65.1,c
3066,15,other,public,diploma,3.1,71.1,no,>60 min,yes,coaching,52.0,53.7,47.8,51.2,e
3067,14,male,private,post graduate,3.9,78.4,yes,15-30 min,no,online videos,55.7,59.6,65.5,60.3,d
3068,19,other,private,graduate,3.3,90.3,yes,15-30 min,no,coaching,60.6,62.4,60.1,61.0,d
3069,15,female,public,diploma,4.4,79.5,yes,15-30 min,no,mixed,62.8,64.6,68.6,65.3,c
3070,17,other,public,diploma,7.6,66.9,yes,<15 min,no,notes,89.3,92.6,92.6,91.5,a
3071,17,other,public,diploma,3.3,92.2,yes,<15 min,no,coaching,62.3,64.0,71.3,65.9,c
3072,17,other,public,no formal,4.7,83.9,no,>60 min,yes,coaching,61.2,59.0,68.6,62.9,d
3073,16,other,public,phd,2.7,50.0,yes,15-30 min,no,coaching,41.0,41.0,38.1,40.0,f
3074,15,other,public,high school,5.4,87.1,yes,>60 min,yes,textbook,69.6,76.3,75.3,73.7,c
3075,17,male,public,graduate,4.9,75.9,no,15-30 min,yes,notes,77.8,70.0,73.2,73.7,c
3076,18,other,public,post graduate,7.1,74.5,yes,15-30 min,no,mixed,84.8,91.2,88.4,88.1,a
3077,19,female,public,post graduate,2.5,92.1,yes,<15 min,no,group study,57.4,60.5,59.3,59.1,d
3078,14,female,public,high school,5.8,72.1,yes,<15 min,no,textbook,64.8,70.7,75.2,70.2,c
3079,15,male,public,diploma,7.0,87.9,no,30-60 min,yes,coaching,90.8,93.2,97.1,93.7,a
3080,19,other,private,no formal,3.3,93.4,yes,15-30 min,no,mixed,63.7,58.7,61.2,61.2,d
3081,17,male,private,post graduate,4.0,75.9,yes,30-60 min,yes,mixed,68.2,61.8,63.8,64.6,d
3082,18,female,private,diploma,4.7,81.4,yes,15-30 min,no,online videos,70.2,71.2,71.1,70.8,c
3083,15,other,public,high school,3.7,85.0,no,>60 min,yes,mixed,59.8,56.7,57.8,58.1,d
3084,17,other,public,graduate,4.6,81.7,yes,>60 min,no,group study,66.3,59.2,66.5,64.0,d
3085,17,other,public,high school,5.7,87.8,yes,30-60 min,yes,online videos,79.6,86.2,75.2,80.3,b
3086,17,female,private,no formal,4.0,60.0,yes,30-60 min,no,online videos,47.3,51.1,54.5,51.0,e
3087,16,female,private,diploma,4.0,65.8,no,30-60 min,no,mixed,50.4,58.7,59.7,56.3,d
3088,14,male,public,high school,4.8,56.9,no,>60 min,yes,textbook,54.7,48.5,58.9,54.0,e
3089,17,female,private,phd,3.4,99.3,yes,30-60 min,no,coaching,71.4,65.1,66.5,67.7,c
3090,15,male,private,diploma,3.5,50.9,yes,<15 min,yes,textbook,53.1,48.2,48.0,49.8,e
3091,16,other,private,graduate,2.3,94.0,yes,30-60 min,no,notes,46.9,51.7,49.0,49.2,e
3092,19,female,public,phd,4.2,81.8,no,30-60 min,yes,mixed,66.0,68.4,62.0,65.5,c
3093,16,male,public,diploma,5.2,62.4,yes,30-60 min,no,mixed,73.0,64.4,69.2,68.9,c
3094,18,female,public,diploma,3.7,56.7,yes,<15 min,yes,online videos,57.9,56.0,55.7,56.5,d
3095,15,female,public,high school,2.6,74.5,yes,15-30 min,yes,notes,47.7,50.5,45.9,48.0,e
3096,17,female,private,phd,4.1,71.8,yes,<15 min,no,mixed,60.5,64.5,65.7,63.6,d
3097,19,male,public,post graduate,5.1,80.7,yes,30-60 min,yes,group study,75.6,75.7,77.0,76.1,b
3098,14,other,private,high school,4.5,50.0,yes,30-60 min,yes,online videos,59.4,56.8,63.3,59.8,d
3099,14,male,public,high school,8.0,72.3,yes,<15 min,no,mixed,93.5,94.7,88.3,92.2,a
3100,16,male,public,post graduate,2.8,62.4,yes,15-30 min,no,group study,48.7,47.6,43.8,46.7,e
3101,14,male,public,diploma,3.9,93.4,yes,>60 min,yes,notes,61.4,56.2,76.1,64.6,d
3102,18,female,public,diploma,6.0,80.9,yes,15-30 min,yes,online videos,85.1,87.4,82.6,85.0,a
3103,19,male,private,graduate,2.8,67.7,yes,15-30 min,yes,online videos,50.1,47.3,51.7,49.7,e
3104,16,male,private,graduate,8.0,95.5,yes,<15 min,no,textbook,100.0,100.0,100.0,100.0,a
3105,15,female,private,phd,4.3,68.7,no,<15 min,no,textbook,65.0,60.3,58.0,61.1,d
3106,16,female,private,post graduate,5.5,73.5,no,<15 min,no,mixed,79.1,77.0,71.5,75.9,b
3107,17,male,public,phd,4.3,78.9,yes,<15 min,yes,notes,60.7,72.5,65.3,66.2,c
3108,14,male,private,post graduate,6.5,88.1,yes,<15 min,yes,online videos,90.1,88.2,85.3,87.9,a
3109,17,female,public,no formal,2.0,75.2,no,<15 min,no,coaching,38.0,39.8,44.6,40.8,f
3110,17,male,private,no formal,7.7,95.5,yes,>60 min,yes,group study,95.7,96.2,100.0,97.3,a
3111,17,female,private,post graduate,4.8,69.2,yes,15-30 min,yes,notes,70.4,64.9,65.5,66.9,c
3112,15,male,public,no formal,5.7,60.9,yes,15-30 min,no,mixed,62.2,67.9,74.5,68.2,c
3113,17,male,public,post graduate,2.7,97.9,yes,15-30 min,yes,textbook,63.3,58.8,61.3,61.1,d
3114,14,female,private,post graduate,5.0,70.5,yes,30-60 min,no,textbook,64.7,68.0,73.9,68.9,c
3115,15,male,public,diploma,2.2,83.5,yes,30-60 min,no,notes,43.3,51.0,48.3,47.5,e
3116,18,male,public,diploma,6.8,86.1,yes,<15 min,yes,mixed,93.5,95.8,95.8,95.0,a
3117,17,female,public,high school,1.5,100.0,yes,30-60 min,no,online videos,51.1,50.8,47.7,49.9,e
3118,14,other,private,no formal,4.6,70.7,yes,<15 min,no,group study,63.8,57.4,59.7,60.3,d
3119,15,other,public,graduate,3.4,82.6,yes,30-60 min,yes,coaching,60.8,56.3,62.0,59.7,d
3120,15,other,private,no formal,0.9,63.7,yes,30-60 min,yes,online videos,25.0,25.3,30.1,26.8,f
3121,15,other,private,phd,2.2,68.1,no,>60 min,yes,textbook,40.4,44.0,46.6,43.7,f
3122,15,other,private,high school,5.2,64.1,yes,>60 min,no,group study,61.1,61.0,65.3,62.5,d
3123,14,other,public,post graduate,2.3,87.2,yes,15-30 min,yes,coaching,48.8,54.0,50.7,51.2,e
3124,16,female,private,no formal,2.8,88.2,yes,>60 min,yes,textbook,50.4,51.1,48.4,50.0,e
3125,17,female,public,diploma,5.1,80.3,yes,30-60 min,yes,online videos,77.8,65.9,77.3,73.7,c
